"V1","V2","V3","V4","V5","V6","V7","V8","V9"
2.3904623593978,3,4,5.89797615842598,3.65294517381061,4.61287834924191,5.01201904609175,5.34748825007522,5.81584528059693
2.67455118890087,3,3,8.84700647905127,3.38788450487123,4.28959927004285,4.64153220074972,4.97559431786274,5.39369944836883
2.70747857313506,7,24,12.7885573744492,2.32547500079046,2.75240837237557,2.89899763074641,3.04510093822628,3.22954969911667
3.60620944946669,2,3,4.02292813482998,3.97346173113719,5.03760229440857,5.4773766648862,5.86828612661774,6.34348049347306
2.22297441312677,6,13,8.41684317774748,2.93619283371568,3.58543694413535,3.8189017326795,4.03350711553504,4.33372465505796
4.18152019553654,6,5,2.2588234143893,4.5624564654206,5.7631619654364,6.22448319418557,6.6163410822749,7.13946383741478
4.67478571795765,3,6,4.75203371526336,3.86684289995989,4.81897007087311,5.19301686713889,5.51582356590051,5.96674128796919
2.85495035904129,8,16,6.68200930781975,3.08313243126484,3.74414793549909,3.97725091043732,4.20539936708982,4.481922432831
2.81361908776302,6,11,8.70583602856666,2.97922023089068,3.66242824091312,3.91262588899704,4.18485756616368,4.54929199308141
3.57880314867497,1,0,0,3.82650580085451,4.96343843174254,5.4132082292944,5.84678255935186,6.40701236416588
3.64489496818448,6,6,4.07582840963732,3.79280879539555,4.7791626090333,5.15731038678424,5.51846459493885,6.05267017447451
2.8854712084157,4,3,6.33170348589368,3.43888568648717,4.37597476525976,4.73373661614594,5.0810369689534,5.57007015388045
4.510484215912,2,1,3.1266770990849,3.89613491102262,5.01290170281004,5.4478829776386,5.87673228207262,6.41013162847809
2.04233264598952,4,11,10.7466535092688,2.96271941750834,3.64030609239506,3.87287329845529,4.10690974182813,4.42839048497934
1.6246171832616,9,30,14.6028070805488,1.9909548796718,2.32777067958573,2.44040585658347,2.53973989167547,2.68621599985023
2.45862932867322,5,14,9.31196589822592,2.92304621170744,3.55596412579778,3.78485253816223,4.00139333125922,4.28963558314883
3.13074786647726,1,1,4.86061783146963,3.84880084651717,4.94584637638151,5.35645166204075,5.75814417955863,6.28314819927459
3.810022588076,0,0,0,-1,3.810022588076,0,0,0
2.94823674612306,4,9,8.64081831498359,3.19541888522218,3.94530064994005,4.22579909960536,4.51891909550823,4.85799277131352
3.50401765478965,4,1,2.18143944569015,3.81925739340784,4.92934971762493,5.37115936505887,5.78268171905235,6.32514721400985
2.75989654173507,5,9,7.04698525644437,3.30933601090345,4.09715987077994,4.39260404622182,4.70422172320494,5.03863274095499
2.25648892307974,1,0,0,3.78062367436835,4.87975952479908,5.31000195551847,5.66488580834796,6.23081316287818
4.25803851803015,5,8,6.30292132143426,3.34470011572356,4.18287158405745,4.50639465747831,4.76279971112686,5.13531358107869
