"V1","V2","V3","V4","V5"
3.75536647047314,3,5,3.90211093273681,3.86292218500758
2.85714915192528,3,16,14.7747047503607,2.63274402811363
3.84380500812144,3,7,5.74372065592005,3.52974633238532
2.34394237658898,3,10,8.85353098480917,3.12745716802354
2.82103009314,3,12,9.79804746475327,3.00086770205261
2.56877575073263,3,7,10.0056992263259,3.05825394007197
2.31834619256544,3,10,9.21079548886584,3.07971491805876
2.56727032269891,3,8,9.98948952354625,3.01429904076136
3.69717097418207,1,4,8.45455849189552,3.29684081487803
3.30915229364147,3,9,7.55103390515274,3.27834943923589
