"V1","V2","V3","V4","V5"
2.35607872559802,2,10,24.5866522949642,2.55426309877786
3.11450138997175,3,13,10.1369683923754,2.99534470003249
2.72769513460613,3,2,3.93988864232723,3.61892250838666
2.49701898941075,2,0,0,3.69138536705974
3.36740557760142,3,7,6.15941278261162,3.48440840789874
3.57960711119663,3,5,8.06121355273199,3.21402182761845
1.56222855253417,3,22,20.7903862243767,2.30819139391941
3.25900169957629,3,9,8.0550084111495,3.22730627239012
2.00727704770425,3,13,9.58639855498326,3.0210180567081
2.54465856564027,3,13,10.0991697944497,2.95987654825049
