"V1","V2","V3","V4","V5"
2.84259065828161,3,15,13.3125582930388,2.72254270179227
2.59867109384043,3,6,8.44336742174407,3.17839831965146
3.2059131168557,3,8,6.94451131107808,3.3507242811583
3.97793567113499,3,2,2.03660490333431,4.12647853417249
2.41470434544677,3,16,12.5241219587911,2.750674397882
3.46706997344884,3,7,6.77449249186533,3.4008746094716
2.16285173309262,3,14,12.7360201626164,2.76723123490672
4.51683261707377,3,7,6.57076440290099,3.40087158153149
4.35639829870538,3,5,4.47638471146887,3.72760885233167
2.88151011052602,3,4,3.95811788361233,3.78176773072545
