"V1","V2","V3","V4","V5","V6","V7","V8","V9"
3.04287312200936,6,11,10.1474926319634,2.81273057498119,3.45525053369346,3.69580423519381,3.93579405561814,4.19474209817475
1.80105670266209,9,35,14.0546699746714,2.01202973316665,2.34381550397617,2.46103022049113,2.56096969133583,2.6828014051323
5.10933365261714,1,1,6.23294548182657,3.79871754190639,4.90398069687693,5.29798479817292,5.68655000088966,6.23165600709108
3.46724455586489,6,13,8.05944137118036,3.02918590781571,3.68928666515793,3.93560285677251,4.16896241568482,4.4618147324672
2.36309520558219,6,14,11.098019884092,2.62397312014058,3.19476007684747,3.38642232279626,3.5710271618019,3.83704038169601
2.23394920568484,5,14,13.1093787135201,2.5823209626298,3.12816266733072,3.32860124920604,3.50975433726552,3.76840379841375
3.01248146441723,5,11,9.30607200820997,2.9925977551678,3.67924265388489,3.91453640871087,4.14688421729288,4.43937114608295
2.60758791138967,6,18,11.9543886312149,2.56056433025016,3.06409966743723,3.25643281183476,3.42697503196707,3.64899692579181
2.70840989601619,3,5,9.43077129603562,3.30396520992406,4.1686218856284,4.50174224917194,4.86152737443059,5.25461780612315
1.94444373091632,6,37,21.8869148882169,1.84079486173696,2.14148643680581,2.25067990383751,2.35261342931559,2.49080045787764
2.99862819795273,4,6,5.60889019819149,3.60347929363985,4.49696851541984,4.85563666190197,5.20703102007138,5.60510145983913
2.74465154229203,8,15,8.89658627109659,2.76553746609638,3.36469021109006,3.58875828114518,3.78845505883454,4.04220468592529
2.69612998050858,6,5,4.86845957798231,3.55267594063875,4.49842268708888,4.86713427502581,5.2418378337202,5.7160736954851
5.23698136705577,5,4,3.03963208734667,4.05708087883188,5.15525085531869,5.59493478742101,5.99683244809254,6.51977373967531
4.64879311910324,4,2,2.05717200332882,4.18288691387679,5.34969998412262,5.78835064729417,6.25668285344458,6.87630966615658
2.59627493414772,5,9,8.56787756789854,3.12217215779687,3.87417918412576,4.16926345575978,4.44192987483762,4.79562318741426
3.09236011783804,3,4,8.51216971168557,3.40398174694884,4.2981573833946,4.64101343742133,4.97115129202417,5.40492794093953
4.39365068792479,7,11,6.19192232250767,3.24575183048243,4.01843323496165,4.29993962924173,4.530359901537,4.90076655639604
6.63431531405523,1,0,0,3.90206895981844,5.0493235849927,5.47557184273193,5.90695003301916,6.42382906305683
3.54909776734473,4,4,12.8280642929378,3.09328412940282,3.94101034178575,4.26147522024747,4.56541856408744,4.9316263311161
2.51879458129117,4,15,11.7667017483958,2.80589408821526,3.41108965149377,3.62078692877583,3.81872117648371,4.08210121204205
1.87269942554678,3,15,15.153902986958,2.69562579439551,3.27174106083721,3.47894536036151,3.6733555307174,3.94931827970666
1.96917438180556,7,25,16.3484456230358,2.13883753786618,2.52058124827544,2.66577444366091,2.80166410349776,2.96294847822832
2.36720487210546,3,18,24.0673382857496,2.39904247253909,2.89901515575645,3.08989540766824,3.26066775707848,3.45718977480595
4.10821351511231,3,15,12.0494565593052,2.89240619939922,3.49772775591345,3.72040719833284,3.91675345991133,4.18271641401289
2.68455072620698,6,8,10.9388197670298,2.78048235858544,3.47063880846561,3.73185891552451,3.98468544679573,4.35480611630021
4.45772827468961,8,3,2.07792460727309,4.16335092803006,5.34931811807861,5.80866226465083,6.22735745411104,6.83910998619584
5.04272977143977,5,2,1.72819505437511,4.31296001266153,5.53208389526233,6.05388817474557,6.48362490009219,7.00279568303553
4.73878648949374,6,11,4.96005505339686,3.64653930268242,4.48159905197268,4.79366671878923,5.06217898143942,5.48533362631809
3.66800800405696,1,1,7.35922639197447,3.75053874470049,4.83871503709456,5.21238823127528,5.61601107385703,6.108847224456
4.1143417750116,2,2,5.51334444923407,3.74009816922339,4.76830267309237,5.16318774150124,5.52643433400218,6.00189346686273
2.91894725085126,3,10,12.7910426721587,3.00609541963987,3.71111283174376,3.95202139279475,4.21143793466943,4.49515178682545
2.2979087505321,5,10,7.95123978890618,3.14358377040689,3.86342670342235,4.1337180901472,4.43121032709031,4.76155235873841
2.68518438184862,4,9,9.02287660956496,3.14544657529319,3.88511074296868,4.16767782535133,4.40985094833528,4.74683627773947
2.48516305185204,2,7,15.7355124347777,3.09203418850225,3.86318931421929,4.13145879666027,4.42771774467047,4.72748622625072
2.31672431311674,14,35,8.63277252797273,2.30459744689235,2.69607072057897,2.85823804555046,2.98759618884331,3.17302075816269
3.52988043868326,3,9,6.89999753236518,3.51348923946659,4.33067991258862,4.63591937029031,4.95219730150393,5.33650558500252
3.00286312022367,5,11,7.31309423109055,3.24872841437717,3.97851035253193,4.24628443027973,4.5276633480001,4.87169549920513
2.98772573829452,7,7,3.23540875360726,4.11192055574683,5.1448159469663,5.55012949333351,5.92570318722405,6.46025420533833
3.24368241563096,3,5,8.75708284646459,3.37724609291888,4.2430689730067,4.57701715201708,4.88420308849005,5.26811186775216
3.28666661654445,2,3,5.95903305405116,3.73140810622862,4.72343772440837,5.09586397481209,5.46508021836779,5.92816636679889
3.76795978014731,5,8,5.61058334611828,3.56019569052422,4.43597071823524,4.76428999211341,5.07603566041132,5.48126770542181
4.64622758412134,4,1,0.744796164262516,4.83601568227426,6.22994812299545,6.79328263182618,7.34416729181135,7.97282499361176
2.94967670253561,3,3,4.35328433512005,3.757862616064,4.79570802605876,5.18934855627059,5.58330735930898,6.08421881172837
5.34523581556197,1,1,8.2594128336798,3.72486063786638,4.77724622373481,5.18936124826875,5.57996871897261,6.11996746540607
3.50081332836266,7,9,5.35813706040384,3.41624307425529,4.23379484075009,4.54531293260493,4.86778157937061,5.21931241442079
2.75706299604496,2,5,6.23129320432937,3.71797681569668,4.6549954103896,5.02092858695634,5.35543593900557,5.75801452020274
4.02510996207145,3,4,5.08262817262492,3.75461487694127,4.74699973299472,5.13265756550279,5.50872113190758,5.99599743100257
2.28981751169788,11,15,5.77038917609166,3.13315779611315,3.84315425064945,4.09413715928479,4.35163187135076,4.71556676704908
3.03777406626327,8,11,5.28464760409034,3.41416047191676,4.22530404572931,4.5293049285248,4.82595134070734,5.20228790930559
3.45049037303571,5,11,6.9630143713307,3.28609340528673,4.03748600928223,4.32886257234214,4.60015512380724,4.95257585573234
3.06713599100337,5,16,11.3270106769631,2.71669934371745,3.27738670824346,3.49031966578917,3.70430903302904,3.94501881593934
4.50746498589607,7,12,5.42852163085881,3.47211922326255,4.25385572188419,4.54074744279817,4.82831826141872,5.18302531306469
4.4910659867677,10,7,3.22853726006286,3.95468222580239,5.02213343941724,5.42787008669412,5.7768985107688,6.27602799032982
3.74602729704216,9,4,3.10412801440635,3.74249063154867,4.80851764268538,5.22994628997651,5.62926038327848,6.12559424037519
3.42632056168,4,7,8.40261788877081,3.14322797357797,3.91322184710458,4.22048378485399,4.50348066400045,4.8861497322213
4.64611353562747,2,2,4.06736306195795,3.84629740674804,4.89075083338998,5.2969069493237,5.65325308371256,6.12661655555142
3.83139674187132,3,3,6.25334054686737,3.57004601096352,4.54088431796825,4.90449461768196,5.32982313193727,5.82853659339827
2.81177296795973,9,16,6.34422370047674,3.10508952567602,3.7662437694202,4.00916080581332,4.24912540652128,4.54185786996473
2.91172608585202,7,5,2.73882985524068,4.1963516634937,5.3287896825912,5.76548357340257,6.14667654355611,6.68103593591135
2.51911886001473,5,11,8.06089943524661,3.07932031193333,3.79662083289455,4.07078687494128,4.33021939398284,4.67614950146894
2.57097090906617,5,17,14.0877521529518,2.54107681166841,3.06169202348512,3.26210205544083,3.44575281289395,3.65306775260273
2.56770145210934,4,11,14.2147045437499,2.74238920187192,3.36553963795965,3.58358354134861,3.81138789766107,4.10445123509922
2.17894869320081,6,27,14.2887858050946,2.28038494704619,2.69494181130753,2.83875324926866,2.96522312156463,3.11695066635643
4.38232030639591,0,0,0,-1,4.38232030639591,0,0,0
3.83364190606528,7,7,5.87563900149472,3.30532870500922,4.15837064143404,4.48252894003033,4.77449577456787,5.18046425742232
2.78616294769625,7,18,9.72769030224542,2.63315215051196,3.15337757227947,3.35082619135372,3.52996515678509,3.74606971784528
3.57448983373758,8,8,4.33641764310652,3.65057732139628,4.57746078410677,4.93079821524453,5.28861226052663,5.74085714900346
1.95204896012818,11,41,12.5025770981657,1.9529015515665,2.25590424533309,2.37066767294883,2.46984421544747,2.5882930484561
2.08617167514293,4,18,14.6723590985501,2.6222385799107,3.14818186865142,3.32381686896019,3.47899600545325,3.70591706598173
3.28472979147097,6,8,6.74614761131581,3.22444102119788,4.02075736805642,4.31430882934337,4.60676816790383,5.02388591363024
2.87283924911922,4,16,11.9724610698233,2.74520367121856,3.3061077380086,3.50362454353042,3.70375369250035,3.95170443455028
2.4974254284114,5,16,12.0799338043814,2.63348888808203,3.17650507803275,3.36743220927651,3.56261855224119,3.8060481677137
2.9753546724689,9,26,10.6366929718657,2.32933219393806,2.75701666890271,2.9081696674789,3.05198985452669,3.21874423340645
3.42867790806154,7,15,8.27192866376475,2.90460461373913,3.53363015059669,3.76781193387966,3.97431175853737,4.24966789263239
4.20667305155619,12,16,4.37430583934915,3.57771689576955,4.38612823751409,4.68762765035861,4.98552863883266,5.36344688050108
3.28321363077448,4,3,4.3919468510038,3.71823545144349,4.72419821645648,5.13361888902303,5.52066130551833,5.99554431784578
2.71600793021517,5,13,10.6037925603682,2.85694204857143,3.48667460538384,3.72808989175171,3.93885747131297,4.24208558218987
2.32325219623522,6,25,14.5878923395051,2.28993354438941,2.70306265371832,2.84688828814009,2.98215278922634,3.16207696607923
2.81782601771031,8,9,7.17953466834963,3.00173205098222,3.73079407612122,4.01827613570452,4.28753285021514,4.68063780000011
3.24260011293793,9,11,5.949426526735,3.16842947825156,3.93005704553404,4.21151663874244,4.4674651130976,4.80253083734688
3.23613056989509,1,2,12.3190559676011,3.5841037583891,4.59359769988198,4.9735188418663,5.31314530279728,5.75023808087569
3.77450363532926,5,8,5.58730139930636,3.54677766740138,4.42449956975077,4.74525712045714,5.03595783151439,5.46610065895817
2.3641465106972,4,16,12.7703514501185,2.7353787673723,3.30042513051123,3.5007335782143,3.68322955483561,3.93820388466578
1.76701455249893,8,30,14.4722441051154,2.12015398898447,2.48550035090046,2.61456723842518,2.73659560740118,2.88879734832935
3.48291841235761,4,9,9.6902393130572,3.04249899137985,3.76096693257394,4.03498273694853,4.28206965713852,4.59277034638495
3.23324214276086,7,15,7.55559299994744,2.95843232477997,3.60146880209624,3.83002271683251,4.04602313191047,4.31233935793478
3.29792704091367,3,2,2.87918337132926,3.99584451325545,5.10368137574545,5.53744720194203,5.9229589322945,6.3929417745803
3.0285498904016,7,18,12.7730125752613,2.45001300837974,2.93512381652556,3.11337751413654,3.2814028517822,3.47762889563779
3.83279516430812,2,6,8.45570648428529,3.48196997352378,4.34275807929715,4.64696526193525,4.94492213452236,5.32152130002847
2.94820326181619,8,10,6.33275816375734,3.16787887273818,3.9323567611394,4.21054858831723,4.4920131156296,4.82581335624373
2.80553983657457,6,6,4.32466988056409,3.70619056742309,4.65138541469522,5.0260875724437,5.37651986344854,5.80285244273601
4.29752183050086,7,6,4.00882263437609,3.71950086146834,4.7051813182457,5.07884755264334,5.43035566261509,5.94678584157041
4.83646632616423,4,2,2.90990080958245,3.90387711280924,4.97598800792803,5.42428407359693,5.83531861823237,6.383574121515
3.26541857083774,3,6,6.93056557828208,3.48700173875651,4.35275656073305,4.6739198427161,4.95688622152468,5.35878090964593
3.02289029512232,5,10,7.88615910005257,3.16127202014997,3.89278238542316,4.16263059073468,4.44246752985586,4.76376773160706
4.17636020075754,0,0,0,-1,4.17636020075754,0,0,0
2.99345399657013,2,3,7.80529867836464,3.59141776388388,4.56400171330344,4.92408545864748,5.28379097216633,5.67846294499074
2.43027105361462,6,9,6.36853117069753,3.30792726822976,4.10204132867581,4.41321035617104,4.67594815007479,5.0220278146834
4.24939911526867,6,4,2.28181733661497,4.32398794437957,5.48407634493191,5.93696389601102,6.37238272792128,6.95878006092538
3.81624520385271,9,11,5.49114226682824,3.32271243542345,4.11066667559812,4.41095707861226,4.73217726901053,5.06809221578718
4.12323133123729,5,8,7.97534718692682,3.16947916361245,3.93210086855641,4.24047663932095,4.5297018442924,4.89034128646512
3.86249724638604,4,6,7.57848421293845,3.33651954404001,4.17278018223801,4.51432335302292,4.8468489150001,5.29104026006289
4.47291552371904,2,2,4.77651020847249,3.81384256389171,4.85795073065848,5.26546656659036,5.66021241773194,6.10499707324635
3.29599468477791,4,6,8.12921906352046,3.28417515865947,4.11144310228645,4.40260883699786,4.70633930179458,5.05110142561575
3.00338754264627,4,9,9.5479371139076,3.0906514336883,3.82771131371824,4.1125100970254,4.37788910112243,4.71984059964802
3.19714634272342,5,13,7.04175734910431,3.24664602752685,3.94780167625444,4.20898762295217,4.45684278470936,4.79416460381673
4.35903341342614,3,5,7.44597012009923,3.46981725803869,4.35715303486117,4.69926590391882,5.00867036156613,5.40417153386728
3.492381887686,3,3,4.59374111616159,3.71059343354382,4.70463788524674,5.10056392545296,5.45301736171687,5.89422523396034
4.70104319496504,4,1,1.12631334558253,4.34881477635285,5.60242307361512,6.10405797814098,6.57631370606275,7.238884954427
2.26324518050041,7,16,8.26958582520385,2.88899396238338,3.5034375924619,3.73493642084422,3.94575425574447,4.20985152665228
3.19798176727164,6,9,8.35989683025339,3.02118182690739,3.74264809634926,4.00116951466991,4.24195723478467,4.60363149784489
2.24397232373751,6,15,10.3672256538694,2.69807521472767,3.26720704165234,3.47235998618492,3.67716499786524,3.92981441986593
2.51653744260711,10,19,10.5708161159249,2.36691448645854,2.85368079868977,3.02737287853611,3.21406269426562,3.41026864204212
2.67883228037848,7,21,12.1461651335782,2.39877848894467,2.86210038138692,3.03004934498783,3.19257353224716,3.35427176722153
3.34459456415635,5,6,4.63809802602173,3.72133151566118,4.67455306694547,5.00611170446269,5.35978841270692,5.85223867855031
3.40005881548334,6,11,5.67879162494593,3.42269228521263,4.22204778163424,4.50639110763002,4.78870288847588,5.14702554254644
2.77807968308485,6,21,11.85544700987,2.50736420545595,2.98694843189238,3.15237694306571,3.31712152748894,3.51885541779709
2.21207135856389,9,30,11.2821351012616,2.2414553170717,2.62540630359126,2.75711322568954,2.87508768155536,3.02741576812701
2.61403240611867,4,14,14.9990293746686,2.6507186181067,3.22690539517451,3.4508340951267,3.64063260473873,3.91790817707413
3.85205020752399,4,10,9.25752549485325,3.10927234905968,3.83218849470034,4.10360661698792,4.36327429307225,4.74134312010674
3.35839033217832,5,5,4.01120102092487,3.83358783567751,4.83022124198569,5.23238496783359,5.64637744956272,6.14057237779818
2.54434732588491,8,12,12.1742260095736,2.51232588231344,3.08173266689397,3.29450181533034,3.51062169962708,3.77321935900461
3.68043634164291,3,7,9.51369190014233,3.23227806744915,4.0081322767748,4.32363824229143,4.60331771411986,4.99655078351179
3.36574076265348,3,5,5.83354865216369,3.64567855581737,4.5818136670196,4.94516123314351,5.26040598842051,5.63685195154018
3.99832654479995,6,8,6.0629684998242,3.37015944630931,4.19352580047683,4.53312468884294,4.85244606729858,5.29597523961306
3.15342324744058,6,14,6.37399134186514,3.29782663854941,4.02893539010751,4.29780672974832,4.52349732101352,4.85313186210782
2.06571333464975,5,15,15.2214223381406,2.5257228433642,3.06650407660804,3.27393461616944,3.45136510912894,3.65605906039407
3.23601056246807,3,1,1.46779680939407,4.22082737436195,5.43722370084262,5.97803486905818,6.4181368392578,7.01564904176927
4.36565212268099,4,6,4.99294967513493,3.7282897738408,4.67705564442094,5.04385840023566,5.36859525372555,5.87211310024529
3.34742534440496,8,18,8.01542937080775,2.82703630344904,3.4103738398729,3.63981338168858,3.84545563637351,4.11422668366606
2.8975814636832,7,8,5.12648068208176,3.47498102461372,4.35173214923596,4.71244172232524,5.01522956622524,5.43714327239343
3.3147655879743,5,9,8.48808171754538,3.1133960816685,3.85846949708523,4.14325148120957,4.4155306921385,4.72193721226776
5.901795367782,4,3,3.70817211398919,3.81960445672046,4.86918223387623,5.27502279720124,5.66597230488317,6.14741075659863
5.20787693444983,1,0,0,3.97274119504821,5.13194786307879,5.59088637348707,5.98999974860793,6.55015871597834
2.06057124980552,5,21,14.1462225622883,2.47382840511532,2.95180723300111,3.11538528014703,3.27524001460156,3.45934317394637
3.39953103879401,2,6,14.8345258479287,3.18931421331597,3.98415711591546,4.31879696852077,4.60978552455945,4.95691759049304
5.00514033173101,6,3,1.80995243490277,4.51406226366171,5.79341976770098,6.28933160971223,6.78233938265363,7.33056093383909
3.94827007052321,6,21,10.8949052260347,2.62703659715218,3.12768468302456,3.29812266191908,3.47172034167717,3.65987871393657
3.72388644981668,8,6,2.63146066116363,4.31453141773095,5.45688905554196,5.8809814609296,6.27911099281379,6.81721277598426
6.00045243680446,3,3,2.90479951569693,4.16860709055251,5.2947499606893,5.70794896603186,6.10239271084328,6.59937426173298
4.50840443500991,3,4,4.2720920664046,3.90383943792665,4.93283448885666,5.35167000255718,5.73352098406407,6.27074231810274
2.25115862822826,2,12,15.569946187267,2.91078942617486,3.55825482739052,3.80427420114513,4.01941032127338,4.26768605282196
2.97458088316821,4,7,7.56385238072265,3.35076213794117,4.18995553842801,4.51721086510765,4.839462938245,5.31150738211561
3.71687381603734,3,7,11.7074623048187,3.07185889740622,3.82043242773622,4.10851184312347,4.41572481637325,4.76982404310047
2.75472294594723,3,14,14.1157306301632,2.74706946887619,3.34319425888498,3.5808889690409,3.77907750197546,3.99352215348089
2.4948169225268,6,19,12.9392894575873,2.46390190327835,2.95441912076946,3.12196715683812,3.28289444005644,3.4791497520032
2.79664166893692,9,18,7.31031939967437,2.89184951518633,3.49865392760433,3.72038336090313,3.91814980952696,4.16452798029152
3.51168331995298,6,13,7.13470056133298,3.14245963341601,3.83727952388641,4.09131700778382,4.32687409718126,4.61626377554215
4.47105512902573,6,3,2.36200354017966,4.16441063452643,5.35125327229156,5.82431014534876,6.28437996297648,6.8587794104082
3.34676173183105,5,3,3.03164913354658,3.95587516646988,5.04039259292623,5.47462272763749,5.88376080045756,6.3803998472404
2.17284223906288,6,17,9.94805810066318,2.7366887723917,3.28960293132589,3.50922849811609,3.68747413631635,3.89315904762139
4.31494615553409,4,9,5.53842228701023,3.64519205394306,4.50033433951549,4.80903359650269,5.10154308757914,5.50558276293759
5.38316461480749,1,1,3.37245018030851,3.96460333100887,5.10135618811208,5.52784636517808,5.9885955799086,6.44412959161507
