"V1","V2","V3","V4","V5"
4.29974983346772,18,34,3.21201101291023,4.15744312294505
4.14981674306545,5,7,3.44097956948287,4.19969069276876
4.04597079116648,14,32,5.03430104876818,3.02921913285332
3.52912736573676,8,23,4.97268918026628,3.40667462456058
3.77802016844865,11,37,5.47451639110956,2.98228729385537
4.54027722059939,5,14,4.55669323996525,3.92537683945816
2.62103840027963,9,43,9.2525073394605,2.19776369391182
4.65731680457204,10,24,4.82379945466465,3.29674646796604
2.88269309701612,18,52,6.31962779696386,2.46293980687715
2.56268285765609,20,84,6.82677534629278,2.26811166601974
2.69310947883116,11,37,6.76795513396111,2.57468636459085
3.78812156622097,19,33,3.83178048112444,3.60717541337051
3.88940700135161,12,24,3.99741617316564,3.61534862961891
2.74048840466871,9,51,8.67898311045474,2.26364559382779
4.14554523470698,10,31,5.40814366451785,3.07168328322568
4.47605847500988,7,29,5.81673925042243,3.2168224003616
3.79533313506243,6,13,7.52126764105613,3.0366358581488
5.50232895611745,5,12,3.93372051115279,4.14616454164448
4.02973498918259,6,20,4.83040402472885,3.69094398328392
8.0265530954547,1,0,0,4.63134040541103
6.93786794268576,3,6,3.6806333038109,4.4805078241436
4.64375391832836,8,8,2.82730930668265,4.20621494193576
3.31671824930195,11,29,6.52229354580101,2.65619681178017
4.42480752701578,12,27,4.78945439481847,3.20711842234789
4.77203945610992,13,19,2.5918342236802,4.65608037258759
3.51010658140896,12,44,6.56505863265174,2.56566175825872
2.29864757888896,17,66,7.34868627361888,2.17127137584317
2.94799766151446,11,54,7.90740921835298,2.25861373934376
3.71783258333566,10,34,6.0839982255333,2.83604234003039
2.93186819637984,10,33,6.74315199762965,2.64964093043453
3.56195990130823,7,18,5.45853575687847,3.32914689635894
2.25762271193388,14,88,12.2516760729958,1.43929182835387
5.2015867317206,10,21,4.74129479672546,3.32917121526943
4.84706949799006,20,34,3.62826875830381,3.77227831385613
4.15667180400673,8,20,6.84993653492393,2.85434656119617
4.44245127643853,8,23,6.51800564876443,2.91314062301665
5.26160988241364,10,20,4.37089577901666,3.4942234547017
4.65271562913505,5,17,6.02158263241078,3.47719100605103
2.18134545454904,20,100,10.5388026080891,1.52693266689883
3.61114865591351,2,5,6.27977469317649,4.18835628292077
3.76841473478208,10,26,5.80541586969308,2.936033009614
2.68269849924588,15,66,8.38093862902809,1.97898104040957
7.84694991976182,7,10,2.92449517252357,4.37847879677587
5.79045674958329,14,27,4.43969220386046,3.29519188987943
2.55349621539275,12,55,8.08920921374079,2.17041454991111
4.31387234532952,6,17,6.91714298130152,3.09313313023062
4.1222845913635,13,36,5.60278652067772,2.84013708614283
3.57967394488529,6,16,5.87834004508602,3.35782174912436
4.80982633044402,12,17,3.20891789027196,4.03874547960339
5.57462506857082,4,10,5.10635135664005,3.89574523280669
4.85918369615365,10,15,4.80344736035591,3.26570040100344
5.68706300642844,6,6,1.5378478268347,5.5291765704508
3.39314649172824,18,57,5.96941940183415,2.57590370113368
3.62946778576837,6,34,8.57827314358207,2.68005394290935
3.77765690324198,19,41,3.39457718176737,4.02975799164426
3.364843418619,12,31,6.96865628694034,2.48556739034349
5.40095032990688,9,18,4.61619469908361,3.44758077828594
3.42655849703268,8,16,5.01580780337834,3.35877997015798
3.74130747750553,7,20,6.46512555731139,3.0532500385568
2.86633882642716,9,28,9.81603524646242,2.20248431670088
2.26771480115847,20,79,7.71399701680315,2.03871879503745
4.88891868679408,3,9,4.8019440668306,4.19844006891936
2.54659867131739,12,63,10.2475452853656,1.79601883117168
2.73835821555627,12,56,7.50423442308279,2.28803525860411
3.49670889507382,15,37,5.09439558849395,2.97780371467683
4.33845724117148,13,22,3.38824938963827,3.95539595289577
3.53145434669287,5,11,4.70758185553187,3.85299362987569
3.56544768279074,9,30,6.29464644086301,2.86152293592534
5.4147929985344,9,24,4.35837778312414,3.59696273566976
5.68391466969469,5,4,2.07715066085622,4.67154162706256
3.22605486661716,7,24,7.84337144418509,2.74697469541938
3.93578180947272,16,21,3.21350711915813,3.99610639832065
4.30016270395319,6,8,3.3645178055515,4.13736030538361
3.32837216714622,9,38,7.88424858096478,2.44931626655054
4.56795119204683,9,21,4.14952242003506,3.69016035385174
2.80765001578891,14,53,7.64019068763216,2.18608102457032
3.4430197388937,13,44,6.4159927984012,2.55663088202663
3.06838808574672,14,46,6.50609016366537,2.48846351512381
5.53470645350074,1,3,3.28598757114303,4.99588263361049
3.73809150610138,5,15,6.15390682335725,3.43288825936179
4.71771967327425,8,13,3.41067734056815,4.05372121017011
3.00237809181847,19,39,5.3601805382804,2.80684514699658
3.28934421013775,15,51,5.52402650903159,2.79679805037755
2.81436549135214,12,49,6.72181489606683,2.50468979957295
5.58552422748351,3,4,3.65901048863318,4.36989684572129
3.71285614586347,6,21,5.1406408836525,3.56420924200248
3.65137402184842,10,27,5.91028986747559,2.8955977047886
5.31378898015379,8,18,5.09363665043005,3.34826919442153
3.34191214174476,15,45,5.24857539916953,2.90960255518322
3.21413191560246,6,35,10.2395446737905,2.43414213103686
4.50578060374023,8,22,5.31691164831025,3.28624411313233
2.92779297734097,12,55,7.71878056565943,2.24842897805686
6.01332121980379,9,13,3.81153934591141,3.7469640295793
5.41500293971114,9,15,3.8824164361472,3.75104439017727
5.54804428632913,7,13,3.63167809377869,4.03920792460529
2.0554256765659,16,107,9.98469234710049,1.64109145519907
3.07464675113595,7,16,9.53512509781168,2.59116740604101
3.13225743603108,8,34,8.04419733403682,2.53479954612203
4.28509742917277,4,8,3.65464892329233,4.36079136520735
3.47647776180941,10,26,5.84312535553835,2.93708343343497
2.64529224209295,12,62,8.85003886295539,2.00605096922663
3.89598407630757,20,35,4.92524724995866,2.99048394203172
5.9070493183346,2,7,4.37347542812866,4.56739577308266
4.05980027603222,11,29,3.87370670608321,3.78771843738053
4.16422619277585,11,18,3.5001978665865,3.89817359560119
4.26864336816218,9,17,3.93409964441441,3.75441106589089
3.37894057944645,8,13,3.98557318846467,3.75901619322224
5.49505023089887,1,1,3.0380996901257,4.80806061009088
4.53606544248696,13,13,2.33220590775934,4.66831823747268
4.33629429333056,7,19,4.64342709803782,3.63311812522553
7.96682108287927,0,0,0,-1
3.45941696874374,11,39,7.6429959575761,2.35634875836319
4.63423938351618,12,21,3.38371649818473,3.98701877135084
4.15549189376488,6,16,5.82762355123631,3.36169631967502
3.43902631183665,4,22,7.25672934768804,3.33871937862277
3.39951320271841,4,20,10.5291785846493,2.88349965314814
3.40910693017327,9,36,8.41987231558158,2.36146223088976
3.06932295881441,14,49,8.10170636377508,2.10009495553159
3.29804661253288,10,35,6.3592200172473,2.7562508938661
4.72083203828599,2,13,9.35183449843653,3.63095794368169
2.83679338328075,13,64,8.68044422566108,1.98696609554456
2.56221253093391,17,97,9.2790525802049,1.73867200597771
3.02011160840643,13,49,6.9071905570341,2.41293599621198
3.24867030051119,15,51,6.15671055458152,2.56337852559548
5.58730521745481,4,5,2.90770918044321,4.51332525432764
4.0299023307852,11,29,6.09657963140462,2.77278550768595
4.04247156617214,9,17,3.5986715673663,3.94269235060536
3.04342812031437,11,51,9.02493938363209,2.05922647231826
4.90443820124188,9,14,3.7113501682515,3.82703454196674
2.78059569051803,13,49,9.58701551543544,1.88273419544184
3.89215001910012,9,35,6.04591401856377,2.9248086430871
4.25803390641564,9,28,5.79890232702855,3.0129022633237
3.61858127298298,13,33,4.48649247031368,3.33438962126989
3.18213709504617,11,48,6.80219374388513,2.53898231518157
2.49046777111214,10,41,9.6652630896175,2.05702879210343
3.94777613140965,6,14,5.35327114026995,3.49765240306625
4.26060616128992,18,42,3.76403119946172,3.72585357105114
4.00293761626526,10,28,4.98897798938667,3.24500478355692
5.85783916026589,8,15,3.98161887975964,3.79815469282727
3.87266787562636,13,28,5.17031704558216,3.00762365737778
4.40151958407325,16,21,3.35311393655493,3.87128344119011
3.35669164642142,6,27,8.46556136157627,2.73838072459666
3.15699836879992,9,28,9.32376148539825,2.26746217194229
3.62990054154694,6,10,4.44909443418993,3.73965738606324
3.51894520860172,10,21,4.12976769095845,3.62948728921761
2.90433146189629,13,44,7.17705517806729,2.35076938203441
3.53778829166737,15,48,5.59821564162434,2.76642378098247
4.41276642804209,5,19,5.30556315581235,3.67110225765679
4.23645284044359,12,34,5.81278270407255,2.81023003346993
3.17183289493706,13,37,5.77800494368191,2.7730598536768
4.88520588012577,7,15,4.88605819399774,3.52373117784425
3.58777882133319,11,31,7.29253473607828,2.47356641427286
2.31805355360334,9,65,12.3661709937463,1.74938561213418
2.63113901521442,15,61,7.67807228659427,2.13881301824191
4.10209914771885,11,29,6.069288008685,2.78803540818029
4.2618730210062,10,19,4.57732841545504,3.38050708757516
4.56488001875524,15,30,4.09918549414389,3.47892941575997
3.6080645684307,13,50,7.19691019325187,2.33086145405792
3.16169558508521,18,66,5.78287999543804,2.63526660018977
4.82597644567422,10,31,4.97873945443049,3.24552724304097
5.00209049834053,16,18,1.98596185483562,5.41724165158415
2.90767693467326,17,57,7.34304578158962,2.17514069008259
3.03381261899147,6,31,10.72409254518,2.40510601441554
2.38265810313329,17,62,7.20043880160408,2.20447571142498
3.8726731341883,8,17,4.95941772018335,3.39097885086447
3.65786235416338,12,26,5.45790066901469,2.93092632604854
4.94476569227741,4,3,1.46109664870247,5.18084668813003
4.17336931738176,12,42,5.55564613070568,2.89489277206955
4.90290250232246,12,14,2.11967997673071,5.07305398011242
4.81468053068738,4,9,5.45986758977701,3.81959814202296
3.54959488718627,10,21,4.66211125550519,3.35760779323125
3.7607191755288,11,31,4.6888557757111,3.3200896189256
3.78794617510682,19,50,4.30095912470901,3.35896946787095
5.06791674750517,12,31,3.99114606865179,3.66490164553513
2.44392883108641,10,58,11.9117650994547,1.7378654409391
4.23068222238997,18,39,3.92581192360445,3.58360409343855
3.28920488506386,20,70,5.49478800116325,2.73965260032838
5.03031175717632,13,15,2.57328400158599,4.51161124383407
4.60573770934921,7,14,6.66876941608992,3.04911702475517
2.177070751408,17,85,10.1738890844018,1.61994696128723
3.96947788383344,8,21,5.73648291320784,3.13850757541892
2.83750731864695,11,45,7.12695869685627,2.46190466401591
5.1803879668198,11,24,3.97418847311272,3.67758580228492
3.84681537563285,13,32,4.64480259797403,3.25094081791939
2.41801098367902,7,52,11.3324508016985,2.09066403009094
2.99746244369582,7,19,7.74605823166777,2.8154582319258
3.03285742949031,16,56,6.695034984873,2.37161790429759
4.39287848253935,7,23,5.00509436279264,3.50163366961351
3.56640660245954,6,19,8.23129758501154,2.84803544825516
4.3579594879602,11,12,3.48816785054149,3.74831869561754
3.87973607010125,11,32,5.05495964682438,3.15291807221749
3.21857106345269,13,40,5.52456523305661,2.86688181693206
2.64103904224999,13,59,8.03516195401071,2.12515904256089
4.99545642482524,3,7,4.71816320598297,4.19975250108056
4.09514263424385,12,27,4.74224907032282,3.22747441935022
4.01676555493543,7,16,5.03614568393956,3.46042336195828
3.30964816953464,15,47,7.46715633238078,2.21043374378124
3.60999851745689,9,28,5.94354684214717,2.97034964657618
5.44787936982433,4,15,5.75046226152181,3.72268169999168
3.01864506883189,12,44,6.13799251525757,2.69071266110284
2.66728266326205,9,33,7.91599652709907,2.46298821694573
2.1740592277982,19,106,11.2045768070106,1.44669238940341
2.79031689388871,14,45,6.59835242621992,2.4654875785269
5.40893133909977,5,14,3.62663109028805,4.35238589832082
4.8572659665232,9,15,2.83007429759026,4.49239441750854
4.81618840487496,8,24,4.71911554862335,3.51519076511311
5.05494526368468,3,4,3.42199694818258,4.4453348007602
3.38378516437249,6,27,10.7665442689383,2.4308805811791
3.4332905801309,8,23,6.17272826133843,3.0079344653914
1.73587305923623,14,87,17.622588652796,1.07569859571664
3.84713693099565,10,17,2.91538430618413,4.39781112278422
3.36213267560572,11,24,5.28023603161952,3.06366036774376
5.24477064499171,4,12,5.10165055817546,3.90230020276205
2.7522269869519,12,36,6.59538383393685,2.56755273770005
5.05461916836838,5,15,4.970110311175,3.78613603647509
2.79347034281242,12,42,11.9196501853651,1.68089322945399
