"V1","V2","V3","V4","V5"
3.41496215389454,9,35,6.26789417725704,2.86163634069217
2.42575669462807,12,45,7.04701644332406,2.42690106965722
5.27254481748478,3,3,2.76130905665162,4.56057322954334
3.76539737275331,10,31,6.26369611176604,2.7928539955999
3.23785001732857,14,40,5.81517098767243,2.72615124122579
4.51304661035514,4,18,5.4080793309168,3.84038892931838
2.98868283535988,7,27,11.4167464095355,2.23911211805473
3.94332653008247,13,38,4.84634190840188,3.15751948448783
3.36012450047523,10,33,6.66473866503664,2.66997006248245
2.52858785333056,14,70,8.20126452203548,2.03466270075103
4.24641122525183,12,34,5.12099309614309,3.06734682084421
3.06909601313299,6,26,10.5211329774274,2.47003986797664
4.82062460955084,7,18,4.98399963336422,3.4901760906362
4.21252393082785,8,21,4.35447388398997,3.67208227967222
4.69306953037979,8,21,4.03391788068333,3.8423404855839
2.419319045481,10,58,10.7732550047672,1.85606239993448
3.37734521448386,5,15,7.88026002217038,3.11814256222251
3.26992909926819,9,31,5.77145262087635,3.02438017993742
3.36940584754516,8,32,6.4789213842251,2.89926534926303
2.73277444713616,13,64,8.5814958087011,2.01025350319044
4.17918426190829,10,28,6.19880218661508,2.81694137013639
3.29047940884658,11,32,5.70369398223222,2.90574226500531
4.44378894170771,8,16,3.90309086522102,3.83412184794534
4.76111717576511,6,12,4.91561141516023,3.63115811708087
3.73105828480332,11,32,4.96412964736445,3.1948219296763
3.83432602379481,12,42,5.89355383223751,2.77066703359944
4.25696256137891,8,23,6.04468513510967,3.04298731152096
3.36328272152463,12,27,5.02019758665459,3.11167202427524
4.33354258632711,10,29,5.06312617928622,3.21238722571834
3.31968169047224,10,28,5.38641512993682,3.08070869246586
3.80147775871211,9,46,7.12158483489537,2.6044674118298
3.79113596361338,9,32,5.22728550161125,3.21856308896129
2.93331907974917,7,35,11.2916524441698,2.17805897606371
2.25609049979275,17,75,7.87240949341766,2.03401632731757
4.47417139848816,9,23,7.74676277408228,2.56217861648721
5.34712603891797,6,10,3.18254067284661,4.32744699737786
4.84663565739536,12,29,4.38198096204692,3.41310239950715
2.23471706607488,15,94,10.3711002428304,1.62157807339841
3.6309089433854,8,17,5.53055580628865,3.20355290567023
5.22395479399387,6,14,3.68102658563731,4.16909924209109
3.17430207961489,6,29,6.92009826946872,3.03861217049315
4.767823286986,7,6,1.88052250276283,4.91466174683737
1.86075616557936,20,97,9.63106660023745,1.66387259840257
6.34136884686656,2,3,2.74913523379648,4.84423755125633
3.81598438786712,12,22,5.49659391069008,2.92303557873778
3.27883515340767,9,39,8.07110543499859,2.41030519029238
5.41731315077127,9,12,2.02118740846711,5.2666616681159
3.67689256174416,10,36,6.94606119310308,2.58939041948898
4.17394133229953,8,11,3.67845845062421,3.85405827161838
4.20699068451113,5,14,6.01557645676274,3.47688132758082
4.99964483487359,8,27,6.34988080267393,2.94512028977665
2.61235692595873,14,59,7.35406000752822,2.24265247343907
4.04791028902674,6,15,6.709801984965,3.15754430951835
2.94978603688327,15,59,7.80894218637727,2.10426599185589
3.09863354146585,7,34,6.79471920138617,2.9088086861323
3.80922574230055,14,37,4.84819542783615,3.11643401186882
4.57165490824922,12,22,3.19562979807047,4.16224030911952
3.29046209286068,20,46,5.59780366050164,2.70871900302273
2.83182034013448,9,51,9.0485357987951,2.19620277910589
3.38361277817828,16,32,4.75178583034497,3.11106298994982
2.74259089057813,15,73,7.53956573692616,2.14542515688476
2.51909942323814,16,63,8.06093205693781,2.02300222238302
3.55551995844424,12,33,4.80348574377652,3.21318861391891
5.44767072600041,8,15,4.45401602987347,3.56420924633191
5.08969026930517,9,18,4.28731951639083,3.58099549881616
3.28810211065447,18,61,5.62874331111659,2.70019093336007
5.24834739021144,5,11,5.05286898214876,3.74373883844412
4.72235256771093,2,2,6.30518119262842,4.21424295441588
3.69948482513374,9,29,5.69376713027546,3.04713939315523
4.67991534171857,12,27,4.09164874233068,3.57039121701309
4.4259630391169,7,20,4.8870671011241,3.54254709409524
3.7583035544913,9,28,6.53905643949311,2.80585734293949
3.78998893144434,11,23,4.20373184474626,3.52713991373729
4.70928943943549,3,8,4.30350211007819,4.33248095609776
3.65713500438967,13,35,6.74134364480159,2.48981388271606
3.89927524276871,10,28,4.6270509101032,3.41069263166282
5.13703533637799,2,4,2.61061450060408,5.04929762144619
2.74971541782465,8,35,9.44348772959176,2.29487452343319
5.07174889776626,12,26,4.56837739126411,3.30525062489831
4.44073143786706,6,21,7.01285615013963,3.05295430341452
3.30666791409016,13,33,5.85075132311407,2.75487805717544
7.04588674658217,2,4,3.3386714261416,4.74281573052084
2.80497840753035,19,51,5.49589065353894,2.74885137801292
4.117130233778,7,14,4.01839826912628,3.87687842141534
3.77388967392035,9,9,3.62755030506568,3.72875565889016
4.82375389563806,8,13,2.9028771342493,4.44970132920428
5.36383330129718,6,17,3.80494430675794,4.15869707211835
2.59052918528367,9,36,8.21780077818132,2.39365376355637
2.63356582847241,14,81,7.49730558884836,2.18104269490269
3.96104388943596,14,26,4.09371237326257,3.48149183893895
3.41357439151316,18,46,4.56341404937818,3.20327893936469
2.97555204198293,12,56,7.77222011090564,2.22932325243457
4.76337717005949,11,24,3.97499275336558,3.67264169666876
3.84974567748786,5,19,7.59176925130653,3.11761298344287
3.56834083816264,7,17,5.21086107139206,3.41597581527143
5.13292128549907,9,20,4.43608191736242,3.53740515887605
3.89214634091467,12,19,4.74209705849015,3.20187344280344
3.75848975622427,9,38,7.44923168829362,2.54401584914317
3.76197619122467,6,18,5.46250883014334,3.4713676186886
3.93178927461544,5,15,11.654823476746,2.69302320100322
5.40326800683707,4,10,5.37914416671159,3.81931988931072
2.83044322442195,16,50,6.92926935029925,2.31779091702915
2.95188264739082,8,26,8.36820254104618,2.52283450146103
3.53985097730814,8,40,9.38505207313074,2.27464783451237
2.67853791050838,7,38,9.82966675819462,2.33344281792981
3.4315675706492,8,19,4.85596738772504,3.42909459731792
4.95926316726049,5,7,2.42575886384746,4.81718698664606
3.06643541782157,7,20,7.05178839966277,2.9245084214661
4.9146807059355,4,10,7.22192774768391,3.47354356178051
3.63690776177852,15,26,3.78301371957507,3.65672633695486
4.55167028022134,12,24,4.51341288180537,3.32331118262151
3.12114383922942,9,42,7.85515405257531,2.44564552550456
3.80496582626849,2,4,4.36288888041354,4.48017468632632
3.04509583023096,11,41,7.14633426102705,2.47015792506426
4.0240272592784,3,6,6.50438038734316,3.86475644943045
4.42320072620154,9,23,4.80153362012931,3.3887769616849
2.36668495900429,13,57,8.40660700482522,2.05870274727363
3.88977212792991,9,17,5.1067589642454,3.24377631094405
5.8705186128401,6,14,4.23581380968192,3.89420798672072
6.17337295695874,5,11,4.05341318922492,4.08887513618757
5.27799914288539,8,19,3.87884300344274,3.91034834821659
3.89705523752476,8,31,8.05421369461308,2.54845292260003
5.07046990585054,4,4,3.14025402947094,4.30427594061087
2.93749616473981,15,45,6.50365497296958,2.45935743273571
4.81111654345011,6,12,3.77934956658296,4.07185108903375
3.46994040265458,6,26,8.25003685668877,2.77931701983651
4.66470685934655,10,8,1.89075838488431,4.9368606642877
4.02344194671046,10,28,5.1008542777417,3.18713685759349
3.38290788497663,8,36,9.34930339161513,2.30921332241117
3.93378316086777,17,37,5.03265183926668,2.9568857995712
3.54677844839072,8,39,10.5283060847185,2.12321244716441
4.02590921759544,6,16,7.5725829760683,2.99568891902429
3.76953019917503,15,42,6.01465094662401,2.63057890689769
5.63854257604449,10,15,3.10434097352414,4.17757808863523
3.33151346089568,20,71,6.39773836326346,2.41155523569524
3.73388994399279,10,14,3.07274612402238,4.16673367466333
3.98260594867216,11,19,5.11115922376612,3.11222236453703
3.34478326509781,11,37,6.54652841133957,2.63207918167825
2.65895097020654,13,62,7.49822595396126,2.23952985371366
3.60371907440645,20,62,5.21476475310537,2.87121997388621
4.75033643220321,6,11,4.70403489806849,3.67963068343257
4.92759914670473,9,9,2.96430755979506,4.096210708391
4.70843460896555,12,29,4.10025514441252,3.57714216623748
3.00055932999361,11,30,5.29773117049977,3.05385622595636
3.35328035346739,10,38,5.92226597344396,2.88826987303552
4.3305747915666,9,25,4.74824395829456,3.41643750384162
2.59086550810125,12,54,6.96132617868049,2.43086060120118
3.56693178056575,7,33,8.61526441900646,2.55424663134364
2.6985813134511,15,64,8.25573223292894,2.0076103416324
3.41784062736771,14,32,4.69028521843803,3.18997352424291
3.3070805856844,16,51,6.60237501833709,2.39792025472145
5.80527564932543,10,19,3.74376359276281,3.82565234762314
3.97249716798708,20,44,4.29218848252356,3.34841349835401
2.62859152576278,16,65,6.81588064992988,2.32314516041144
2.94692588419368,14,44,7.88014708260159,2.1542865972183
3.77247147897646,14,39,5.1217456679791,2.99437795184183
3.09809915384919,10,44,6.57816379202462,2.67040634924144
3.33674261272068,11,30,5.26775792531444,3.06364576928644
5.47112696530623,10,10,3.45152944235993,3.76259579521179
4.22515296015259,10,23,5.32795775481984,3.10275865217135
5.02442159963741,5,13,5.65388548357255,3.58301913871303
3.00286495133824,8,44,9.71216539932835,2.21155764423872
5.81072470923941,3,5,3.92463262418523,4.34183579266029
2.73049657972437,8,36,8.26598743851885,2.47891859378878
5.22033286715067,8,14,4.06791089194233,3.72606841793121
3.655329631147,7,40,9.15432259426521,2.4166473738381
4.17448745466779,5,20,9.05349940681571,2.87905193241883
3.30286932823774,8,28,6.34524836250101,2.94499137237438
3.15092340780498,20,73,5.18423938335569,2.88531592354687
5.04360917564031,10,14,2.41879349272464,4.80249653066659
4.55266846401406,8,27,5.69026193942392,3.14594846918236
4.45866498580348,10,25,3.94593458592913,3.75514211295833
4.29909966365499,13,24,4.24842103212093,3.41315480732237
3.81562334366594,7,19,5.35740451790877,3.37821935825417
2.66669166440714,11,44,10.9171328861902,1.83214961389339
3.80738089905471,3,19,15.6512889248973,2.73495974343461
2.88365083487446,14,47,7.1817862355428,2.3083381185694
3.55958686580311,6,26,8.96491432966415,2.67978246764347
2.67474886927249,8,23,10.9662708352966,2.21854930994114
3.86941935366621,6,20,6.53816009800523,3.16490237446492
3.10380099329846,9,40,7.82666818258457,2.45766848441673
2.93217622695021,7,34,7.86759328732866,2.66445191704517
2.29450231979647,16,78,8.437150496558,1.92670820659452
4.59618820926454,5,9,5.46036718996924,3.61688223558854
3.30979126181991,15,42,5.37743154106309,2.86045125773492
4.49736813080182,11,23,4.11976421555048,3.57635471542366
2.87833643241266,20,72,6.90383838179489,2.24871364387074
3.26940029762627,12,37,5.56251596968862,2.90143681774092
3.77135837621031,6,14,5.67878805017172,3.42379574260366
3.35950409614713,14,29,5.59715843854611,2.80706809057099
2.27615430523664,19,76,8.41162552142828,1.89810060056343
4.44581472996892,8,7,2.562634095335,4.3245481858934
2.22907237225858,13,56,9.57029625221593,1.85930560671857
3.53591428767588,14,45,5.76834528474543,2.73394838225191
3.32782046206853,16,44,6.4590634889088,2.45651679563157
3.42567638389926,15,45,6.14480928213645,2.57461899618831
2.70865827834813,8,52,11.5541228062506,1.96104741935049
2.0666131480121,14,77,9.53247676802264,1.79438591841304
4.39428828586589,12,30,4.79833081446047,3.21061694451659
3.21147770736985,8,34,7.20462535893204,2.70235961340212
3.76035745001678,7,24,6.81269555485033,2.94881218313061
2.39838719997133,17,69,8.99915687427323,1.81501600007322
6.1589393315776,6,9,2.73685683782238,4.57603149229327
3.7623187537723,3,17,13.5321705307817,2.90649532074302
4.82981931021425,8,10,2.84884409965299,4.32648005224854
3.25466824335895,14,36,6.36468871070131,2.54551799207008
4.94342323429054,5,16,6.08151047155241,3.45528240245259
4.62103564337567,3,8,5.3066113608907,4.06677084953642
4.06457619041575,10,21,4.99270653567877,3.22515423988955
5.16583235555079,8,17,3.52787053455278,4.09298215792999
3.53351794414299,14,48,6.1196289025995,2.60185813450266
5.43727283393187,12,32,5.0252122805616,3.11635378923841
4.05820509167157,18,33,4.61217366915821,3.14356464318265
3.97961688367847,7,11,5.14958229804961,3.41216533110737
4.54856806465202,8,18,4.63216638064953,3.52120335574973
3.38218911583443,12,35,6.16164571443089,2.70072765981114
4.06636919514271,7,16,5.82056018848862,3.23311310314049
4.2340586902468,7,17,5.22776863259468,3.40226930168926
2.82231326813568,9,36,9.99088413316124,2.12911249856719
5.14651601295607,5,12,6.65006177132896,3.34874637924825
3.3419955420582,5,28,8.14930098880476,2.94798141461624
4.19187790677537,19,45,4.10271301831161,3.48644773645295
4.56833377399036,12,20,3.84644794848365,3.64638939437214
4.64777800503539,6,18,4.55266639755266,3.79977562206187
4.09564047381342,6,27,7.67391897638979,2.87256643437479
3.39920950036309,12,56,6.16505265841793,2.66515237794512
3.68498156943913,9,26,5.32805794665378,3.18398655399147
6.46731967442698,3,4,2.41351920142518,4.85497607807996
3.19609129872337,11,37,8.39268525400374,2.21084279295688
3.17455144851343,8,22,5.93709233967211,3.07720170653616
5.46087228874851,11,18,2.88521067419792,4.39855710288269
4.27819190808245,7,29,8.94393392692943,2.51940256920818
2.10267674161245,13,45,10.3026146635376,1.79690864763988
4.69090756310988,10,19,3.0267791974639,4.35995006173016
2.44470010225618,14,55,8.28980395144623,2.04582705404442
3.75876814624123,14,29,4.58909262138331,3.22417456695977
4.01005347860097,8,10,3.96484164721561,3.68489445085782
4.75408033873991,9,21,3.79569576358705,3.89036687237572
4.28126709185768,8,16,5.84052024623743,3.12238581533334
3.24732134327918,6,29,11.9527826519876,2.29186217103075
4.30247744023654,4,7,4.27640530179394,4.0852948827728
3.46144833436579,10,38,7.91135086526532,2.37066284810173
6.22436742286725,2,8,5.84884454729183,4.21562807415888
2.88825190753947,13,70,9.14597360739331,1.89957048752018
4.19964151254633,10,22,5.29199583742231,3.11679590681377
5.03400749822072,4,9,4.37539033751094,4.10758440577417
3.74633562710439,7,21,6.28577356642207,3.08434150709722
